Subject Code,Course Number,Course Title,Description,Prerequisites,Lecture Hours,Repeat Status,Grade Mode,Schedule Type
ADFD,5591,Clinical Ethics and Professionalism I,,Prerequisites not found,Lecture Hours not found,Repeat Status not found,"Normal, Audit",Supervised Lab/Clinic
ADFD,5692,Clinical Ethics and Professionalism II,,Prerequisites not found,Lecture Hours not found,Repeat Status not found,"Normal, Audit",Supervised Lab/Clinic
ADFD,5793,Clinical Ethics and Professionalism III,,Prerequisites not found,Lecture Hours not found,Repeat Status not found,"Normal, Audit",Supervised Lab/Clinic
ADFD,5894,Clinical Ethics and Professionalism IV,,Prerequisites not found,Lecture Hours not found,Repeat Status not found,"Normal, Audit",Supervised Lab/Clinic
ADSN,5701,Special Care Dentistry,,Prerequisites not found,1,Repeat Status not found,"Normal (A, B, C, D, F)",Lecture
RMAI,5000,Medicine Subspecialty Allergy Immunology,,Prerequisites not found,5,Repeat Status not found,Satisfactory/Unsatisfactory,Internship/Practicum
CAHS,3110,Human Physiology,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Lecture
CAHS,3610,Ethics for Health Professionals,,Prerequisites not found,1,Repeat Status not found,"Normal, Audit",Asynchronous Instruction
CAHS,3660,U.S. Healthcare Delivery System,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Lecture
CAHS,4300,Professional Issues and Ethics,,Prerequisites not found,1,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
CAHS,4451,Child Life Clinic I (10 to 15 Credit Hours),,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
CAHS,4452,Child Life Internship (10 to 15 Credit Hours),,Prerequisites not found,2,Repeat Status not found,"Normal, Audit","Lecture/Supervised Lab/Clinic, Internship/Practicum"
CAHS,4453,LIFE - Learning in Family Environments (1 to 3 Credit Hours),,Prerequisites not found,1,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
CAHS,4470,Public Health and Healthcare Small Business Governance and Financial Management,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Asynchronous Instruction
CAHS,6501,Evidence-Based Practice,,Prerequisites not found,1,Repeat Status not found,"Normal, Audit","Lecture/Supervised Lab/Clinic, Asynchronous Instruction"
CAHS,6503,Research Process,,Prerequisites not found,2,Repeat Status not found,"Normal, Audit","Lecture/Supervised Lab/Clinic, Asynchronous Instruction"
CAHS,6524,Project Development,,Prerequisites not found,Lecture Hours not found,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit","Lecture, Supervised Lab/Clinic, Independent Study"
CAHS,7005,The Adult as a Learner,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
CAHS,7100,Pathophysiology for Allied Health Professionals,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Lecture
CAHS,7110,Principles of Human Physiology,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Asynchronous Instruction
CAHS,7115,Topics in Healthcare Delivery,,Prerequisites not found,2,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
CAHS,7200,Capstone Project,,Prerequisites not found,2,Repeat Status not found,"Normal, Audit, In Progress",Lecture
CAHS,7300,Professional Issues and Ethics,,Prerequisites not found,1,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
CAHS,7400,Human Gross Anatomy,,Prerequisites not found,4,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
CAHS,7450,Human Gross Anatomy for Occupational Therapists,,Prerequisites not found,4,Repeat Status not found,"N- Normal (A, B, C, D, F)",11- Lecture/Supervised Lab/Clinic
CAHS,7500,Clinical Anatomy,,Prerequisites not found,2,Repeat Status not found,"N- Normal (A, B, C, D, F)",11- Lecture/Supervised Lab/Clinic
CAHS,7523,Research Project (3 to 6 Credit Hours),,Prerequisites not found,1,Repeat Status not found,"Normal, In Progress","Asynchronous Instruction, Thesis"
CAHS,7550,Clinical Anatomy and Physiology II,,Prerequisites not found,2,Repeat Status not found,"N- Normal (A, B, C, D, F)",11- Lecture/Supervised Lab/Clinic
CAHS,7705,Neuroscience Applications,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Lecture
CAHS,7990,Independent Study,,Prerequisites not found,Lecture Hours not found,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Independent Study
CAHS,9200,Special Project (1 to 4 Credit Hours),,Prerequisites not found,Lecture Hours not found,Repeat Status not found,Normal,"Independent Study, Thesis"
SAHS,6532,Research Investigation,,Prerequisites not found,Lecture Hours not found,Repeat Status not found,"Normal, Audit",Asynchronous Instruction
SAHS,7533,Research Thesis,,Prerequisites not found,1,Repeat Status not found,"Normal, Audit","Lecture/Supervised Lab/Clinic, Thesis"
SAHS,7541,Data/Outcome Analysis,,Prerequisites not found,Lecture Hours not found,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Lecture/Supervised Lab/Clinic
ANAT,5002,Research Elective in Anatomy (4 to 8 Credit Hours),,Prerequisites not found,Lecture Hours not found,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Directed Study (one-to-one)
ANAT,5004,Teaching Skills Elective,,Prerequisites not found,2,Repeat Status not found,"Normal, Audit","Asynchronous Instruction, Practice Teaching"
ANAT,5005,Clinical Anatomy and Teaching Skills (4 to 8 Credit Hours),,Prerequisites not found,Lecture Hours not found,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Lecture/Supervised Lab/Clinic
ANAT,5085,Essentials of Education,,Prerequisites not found,1,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit","Lecture, Practice Teaching"
ANAT,5086,Forensic Medicine,,Prerequisites not found,2,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Lecture
ANAT,7010,Human Gross Anatomy for Medical Illustration I,,Prerequisites not found,2,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
ANAT,7011,Human Gross Anatomy for Medical Illustration II,,Prerequisites not found,2,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
ANAT,7030,Neuroscience I,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
ANAT,7040,Graduate Neuroscience I,,Prerequisites not found,4,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
ANAT,7300,Human Gross Anatomy,,Prerequisites not found,4,Repeat Status not found,Normal,"Lecture/Supervised Lab/Clinic, Supervised Lab/Clinic"
ANAT,8010,Special Topics in Anatomy (1 to 4 Credit Hours),,Prerequisites not found,Lecture Hours not found,Repeat Status not found,Satisfactory/Unsatisfactory,Seminar - Small Group
ANAT,8020,Introduction to Research,,Prerequisites not found,2,Repeat Status not found,"Normal, Audit",Lecture
ANAT,8030,Fundamentals of Vision Science,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Lecture
ANAT,8040,Current Topics in Vision Science,,Prerequisites not found,3,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Lecture
ANAT,8050,Graduate Histology,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture/Supervised Lab/Clinic, Asynchronous Instruction"
ANAT,8051,Histology for Graduate Studies I,,Prerequisites not found,2,Repeat Status not found,"Continuing Progress Courses, Audit",Lecture/Supervised Lab/Clinic
ANAT,8052,Histology of Graduate Studies II,,Prerequisites not found,2,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
ANAT,8060,Visual Neuroscience,,Prerequisites not found,2,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Lecture
ANAT,8070,Progress in Vision Research,,Prerequisites not found,Lecture Hours not found,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Seminar - Small Group
ANAT,8080,Cellular Mechanisms in Development and Disease,,Prerequisites not found,Lecture Hours not found,Repeat Status not found,"Normal, Audit",Seminar - Small Group
ANAT,8090,Current Topics in Cellular Biology,,Prerequisites not found,1,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Seminar - Small Group
ANAT,8120,Investigative Techniques in Cell Biology,,(BIOM8011 >= S and BIOM8021 >= C and BIOM8022 >= C and BIOM8040 >= S and BIOM8050 >= S and BIOM8012 >= S and BIOM8033 >= C and BIOM8060 >= S and STAT7070 >= C),3,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Lecture/Supervised Lab/Clinic
ANAT,8300,Thesis Research (1 to 12 Credit Hours),,Prerequisites not found,Lecture Hours not found,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Thesis
ANAT,9010,Seminar in Cellular Biology and Anatomy,,Prerequisites not found,1,Repeat Status not found,Satisfactory/Unsatisfactory,Seminar - Small Group
ANAT,9020,Seminar in Cellular Biology and Anatomy,,Prerequisites not found,1,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit","Lecture, Seminar - Small Group"
ANAT,9210,Investigation of a Problem (1 to 12 Credit Hours),,Prerequisites not found,Lecture Hours not found,Repeat Status not found,Satisfactory/Unsatisfactory,Supervised Lab/Clinic
ANAT,9300,Research (1 to 12 Credit Hours),,Prerequisites not found,Lecture Hours not found,Repeat Status not found,Satisfactory/Unsatisfactory,Dissertation
ANES,5002,Anesthesiology Research Elective (4 to 8 Credit Hours),,Prerequisites not found,Lecture Hours not found,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Internship/Practicum
ANES,5003,Anesthesiology Off-Campus Externship (4 to 8 Credit Hours),,Prerequisites not found,10,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Internship/Practicum
ANES,5008,Pain Management Elective (4 to 8 Credit Hours),,Prerequisites not found,2,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Lecture/Supervised Lab/Clinic
ANES,5011,Anesthesiology Externship (4 to 8 Credit Hours),,Prerequisites not found,6,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Lecture/Supervised Lab/Clinic
ANES,5014,Respiratory Care Elective (4 to 8 Credit Hours),,Prerequisites not found,96,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Lecture
ANES,5015,Anesthesia Critical Care,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Lecture/Supervised Lab/Clinic
ANES,5016,Anesthesiology Preceptorship,,Prerequisites not found,Lecture Hours not found,Repeat Status not found,"Normal, Audit",Supervised Lab/Clinic
ANES,5018,Pediatric Anesthesia Elective (4 to 8 Credit Hours),,Prerequisites not found,Lecture Hours not found,Repeat Status not found,Satisfactory/Unsatisfactory,Lecture/Supervised Lab/Clinic
ANES,5086,Elective in Anesthesiology and Perioperative Medicine,,Prerequisites not found,Lecture Hours not found,Repeat Status not found,"Satisfactory/Unsatisfactory, Audit",Supervised Lab/Clinic
RANE,5000,Anesthesiology,,Prerequisites not found,4,Repeat Status not found,Satisfactory/Unsatisfactory,Internship/Practicum
RANE,5001,Anesthesiology Pain Management,,Prerequisites not found,4,Repeat Status not found,Satisfactory/Unsatisfactory,Internship/Practicum
ANTH,1102,Introductory Anthropology,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
ANTH,1105,Introduction to Biological Anthropology,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Independent Study, Asynchronous Instruction"
ANTH,1105,L - Introduction to Biological Anthropology Laboratory,,Prerequisites not found,Lecture Hours not found,Repeat Status not found,"Normal, Audit","Supervised Lab/Clinic, Asynchronous Instruction"
ANTH,2011,Cultural Anthropology,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Independent Study, Directed Study (one-to-one), Asynchronous Instruction"
ANTH,2011,H - Honors: Cultural Anthropology,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Independent Study, Directed Study (one-to-one), Asynchronous Instruction"
ANTH,2950,Selected Topics in Anthropology (1 to 3 Credit Hours),,Prerequisites not found,1 to 3,Repeat Status not found,"Normal (A, B, C, D, F)",10- Lecture
ANTH,3001,Methods in Cultural Anthropology,,Prerequisites not found,4,Repeat Status not found,"Normal, Audit","Seminar - Small Group, Asynchronous Instruction"
ANTH,3002,Methods in Archaeology,,Prerequisites not found,4,Repeat Status not found,"Normal, Audit","Lecture, Seminar Small Group, Asynchronous Instruction"
ANTH,3290,Archaeology of the Americas,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Seminar Small Group, Asynchronous Instruction, Independent Study"
ANTH,3411,Native Americans,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Lecture/Supervised Lab/Clinic, Lecture/Unsupervi Lab/Clinic, Seminar - Small Group, Supervised Lab/Clinic, Unsupervised Lab/Clinic, Independent Study, Directed Study (one-to-one), Asynchronous Instruction, Practice Teaching, Internship/Practicum, Thesis, Dissertation"
ANTH,3535,Medical Anthropology,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
ANTH,3817,African Cultural Issues,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Lecture/Supervised Lab/Clinic, Lecture/Unsupervi Lab/Clinic, Seminar - Small Group, Supervised Lab/Clinic, Unsupervised Lab/Clinic, Independent Study, Directed Study (one-to-one), Asynchronous Instruction, Practice Teaching, Internship/Practicum, Thesis, Dissertation"
ANTH,3831,Archaeology,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction, Independent Study"
ANTH,3841,Biological Anthropology,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Lecture/Supervised Lab/Clinic, Lecture/Unsupervi Lab/Clinic, Seminar - Small Group, Supervised Lab/Clinic, Unsupervised Lab/Clinic, Independent Study, Directed Study (one-to-one), Asynchronous Instruction, Practice Teaching, Internship/Practicum, Thesis, Dissertation"
ANTH,3851,"Religion, Culture, and Society",,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction, Seminar Small Group, Independent Study"
ANTH,3870,"Identity: Ethnicity, Gender, and Class",,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Lecture/Supervised Lab/Clinic, Lecture/Unsupervi Lab/Clinic, Seminar - Small Group, Supervised Lab/Clinic, Unsupervised Lab/Clinic, Independent Study, Directed Study (one-to-one), Asynchronous Instruction, Practice Teaching, Internship/Practicum, Thesis, Dissertation"
ANTH,4021,Violence and Warfare,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
ANTH,4200,Anthropology and Popular Culture,,Prerequisites not found,3,Repeat Status not found,"CP- Continuing Progress Courses, N- Normal (A, B, C, D, F), S- Satisfactory/Unsatisfactory",Lecture
ANTH,4210,Historical Archaeology,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction, Seminar Small Group, Independent Study"
ANTH,4217,"Travelers, Migrants and Refugees",,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Lecture/Supervised Lab/Clinic, Lecture/Unsupervi Lab/Clinic, Seminar - Small Group, Supervised Lab/Clinic, Unsupervised Lab/Clinic, Independent Study, Directed Study (one-to-one), Asynchronous Instruction, Practice Teaching, Internship/Practicum, Thesis, Dissertation"
ANTH,4230,Archaeology of Death,,Prerequisites not found,3,Repeat Status not found,"CP- Continuing Progress Courses, N- Normal (A, B, C, D, F), S- Satisfactory/Unsatisfactory",Lecture
ANTH,4300,Human Origins,,Prerequisites not found,3,Repeat Status not found,"CP- Continuing Progress Courses, N- Normal (A, B, C, D, F), S- Satisfactory/Unsatisfactory",Lecture
ANTH,4370,Forensic Anthropology,,Prerequisites not found,3,Repeat Status not found,"CP- Continuing Progress Courses, N- Normal (A, B, C, D, F), S- Satisfactory/Unsatisfactory",Lecture
ANTH,4541,Food and Culture,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
ANTH,4730,Human Osteology,,Prerequisites not found,3,Repeat Status not found,"CP- Continuing Progress Courses, N- Normal (A, B, C, D, F), S- Satisfactory/Unsatisfactory",Lecture
ANTH,4950,Selected Topics (1 to 3 Credit Hours),,Prerequisites not found,1 to 3,Repeat Status not found,"Normal, Audit","Lecture, Lecture/Supervised Lab/Clinic, Seminar Small Group, Independent Study, Directed Study (one-to-one), Asynchronous Instruction"
ANTH,4960,Internship (1 to 3 Credit Hours),,(ANTH1102 >= C and ANTH2011 >= C or ANTH2011H >= C),Lecture Hours not found,Repeat Status not found,"Normal, Audit",Internship/Practicum
ANTH,4990,Undergraduate Research (1 to 3 Credit Hours),,(ANTH1102 >= C or ANT101 >= C) or (ANTH2011 >= C or ANTH2011H >= C or ANT201 >= C),1 to 3,Repeat Status not found,"Normal, Audit","Lecture, Lecture/Supervised Lab/Clinic, Lecture/Unsupervi Lab/Clinic, Seminar - Small Group, Supervised Lab/Clinic, Unsupervised Lab/Clinic, Independent Study, Directed Study (one-to-one), Practice Teaching"
ANTH,5411,Native Americans,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Lecture/Supervised Lab/Clinic, Lecture/Unsupervi Lab/Clinic, Seminar - Small Group, Supervised Lab/Clinic, Unsupervised Lab/Clinic, Independent Study, Directed Study (one-to-one), Asynchronous Instruction, Practice Teaching, Internship/Practicum, Thesis, Dissertation"
ANTH,5831,Archaeology,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Lecture/Supervised Lab/Clinic, Lecture/Unsupervi Lab/Clinic, Seminar - Small Group, Supervised Lab/Clinic, Unsupervised Lab/Clinic, Independent Study, Directed Study (one-to-one), Practice Teaching"
ANTH,5841,Physical Anthropology,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Lecture/Supervised Lab/Clinic, Lecture/Unsupervi Lab/Clinic, Seminar - Small Group, Supervised Lab/Clinic, Unsupervised Lab/Clinic, Independent Study, Directed Study (one-to-one), Asynchronous Instruction, Practice Teaching, Internship/Practicum, Thesis, Dissertation"
ANTH,5851,"Religion, Culture and Society",,(ANTH1102 or ANTH2011 or ANTH2011H),3,Repeat Status not found,"Normal, Audit","Lecture, Lecture/Supervised Lab/Clinic, Lecture/Unsupervi Lab/Clinic, Seminar - Small Group, Supervised Lab/Clinic, Unsupervised Lab/Clinic, Independent Study, Directed Study (one-to-one), Practice Teaching"
ANTH,5870,"Identity: Sex, Gender and Class",,(ANTH1102 >= D or ANTH2011 >= D or ANTH2011H >= D),3,Repeat Status not found,"Normal, Audit","Lecture, Lecture/Supervised Lab/Clinic, Lecture/Unsupervi Lab/Clinic, Seminar - Small Group, Supervised Lab/Clinic, Unsupervised Lab/Clinic, Independent Study, Directed Study (one-to-one), Asynchronous Instruction, Practice Teaching, Internship/Practicum, Thesis, Dissertation"
ANTH,6950,Selected Topics (1 to 3 Credit Hours),,Prerequisites not found,1 to 3,Repeat Status not found,"Normal, Audit","Lecture, Lecture/Supervised Lab/Clinic, Lecture/Unsupervi Lab/Clinic, Seminar - Small Group, Supervised Lab/Clinic, Unsupervised Lab/Clinic, Independent Study, Directed Study (one-to-one), Practice Teaching"
AIST,2110,Principles of Scripting,"An introductory programming course that teaches core principles using a contemporary scripting language. Students learn how to design, write, and test algorithms and basic computer programs.",Prerequisites not found,3,Repeat Status not found,"N- Normal (A, B, C, D, F)",Lecture
AIST,2120,Intermediate Scripting and Automation,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
AIST,2220,Introduction to Web Development,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
AIST,2310,Introduction to Computer Networking,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit",Lecture
AIST,2950,Special Topics in Information Technology,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
AIST,3120,Applications Programming,,(CSCI1301 >= C or CSCI2120 >= C or MINF3612 >= C or AIST3410 >= C or CSCI3410 >= C),3,Repeat Status not found,"Normal, Audit",Lecture
AIST,3310,Advanced Networking,,CYBR2600 >= C,3,Repeat Status not found,Normal,"Lecture, Asynchronous Instruction"
AIST,3320,TCP/IP Protocol Analysis,,CYBR2600 >= C,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
AIST,3360,Cellular and Mobile Technology,,(CYBR2600 >= C or CSCI3520 >= C),3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
AIST,3410,Database Management Systems,,AIST2120 >= C and AIST3610 >= C,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
AIST,3610,System Analysis and Design,,MINF2650 >= C,3,Repeat Status not found,"Normal, Audit","Lecture, Independent Study, Asynchronous Instruction"
AIST,3620,Principles of Human-Computer Interaction,,(,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
AIST,3720,Operating System Concepts and Administration,,AIST2120 >= C and AIST3610 >= C and CYBR2600 >= C,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
AIST,4620,Cloud Analytics,,Prerequisites not found,3,Repeat Status not found,"N- Normal (A, B, C, D, F)",Lecture
AIST,4710,Virtualization in the Enterprise,,Prerequisites not found,3,Repeat Status not found,"N- Normal (A, B, C, D, F)",Lecture
AIST,4720,Enterprise System Architectures,,AIST3720 >= C,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
AIST,4725,Cyber Security in Healthcare Settings,,Prerequisites not found,3,Repeat Status not found,"Normal, Audit","Lecture, Asynchronous Instruction"
AIST,4740,Cloud Operations Engineering,,AIST 4120 >= C and,3,Repeat Status not found,"N- Normal (A, B, C, D, F)",Lecture
AIST,4820,Information Technology Project,,(AIST3410 >= C or CSCI3410 >= C) and (AIST3610 >= C or CSCI4711 >= C) and (AIST2220 >= C or MINF3618 >= C),3,Repeat Status not found,"Normal, Audit","Lecture, Independent Study, Asynchronous Instruction"
